symbol,zone_source,zone_class,direction,pattern,zone_low,zone_high,zone_strength,confluent,confluent_hourly_pattern,has_divergence,has_htf_momentum,passes_body_filter,passes_gap_filter,touch_number,entry_ts,entry_price,reaction_pattern,reaction_rsi,reaction_vol_ratio,exit_ts,exit_price,exit_reason,gross_pnl_pct,pnl_pct,hold_bars
COALINDIA,1h,continuation,long,RBR,451.70001220703125,453.29998779296875,26.69,False,,False,False,True,False,1,2026-05-14 09:35:00+00:00,453.5,pin_bar,15.7,1.32,2026-05-15 03:50:00+00:00,458.91,take_profit,1.192,0.942,6
COALINDIA,1h,continuation,long,RBR,451.70001220703125,453.29998779296875,26.69,False,,False,False,True,False,2,2026-05-20 03:45:00+00:00,454.55,pin_bar,33.7,2.46,2026-05-20 05:25:00+00:00,456.88,trailing_stop,0.511,0.211,20
COFORGE,1h,continuation,short,DBD,1138.760009765625,1143.840087890625,9.87,False,,True,False,True,False,1,2026-03-18 06:15:00+00:00,1140.4,engulfing,68.0,1.4,2026-03-18 07:15:00+00:00,1137.45,trailing_stop,0.259,-0.041,12
COFORGE,1h,continuation,short,DBD,1144.0,1147.800048828125,11.38,False,,True,False,True,True,1,2026-03-18 06:15:00+00:00,1140.4,engulfing,68.0,1.4,2026-03-18 09:25:00+00:00,1135.35,trailing_stop,0.443,0.143,38
COFORGE,1h,continuation,short,DBD,1277.5,1283.800048828125,3.51,False,,False,True,True,False,1,2026-04-15 07:55:00+00:00,1276.3,pin_bar,68.5,1.53,2026-04-15 08:35:00+00:00,1286.37,stop_loss,-0.789,-1.089,8
COFORGE,1h,continuation,short,DBD,1417.5999755859375,1424.4000244140625,24.21,False,,False,True,True,False,1,2026-05-19 03:55:00+00:00,1409.5,pin_bar,88.6,7.77,2026-05-19 05:05:00+00:00,1427.25,stop_loss,-1.259,-1.56,14
COFORGE,1h,continuation,long,RBR,1281.5999755859375,1287.0999755859375,6.94,False,,False,False,True,False,1,2026-04-20 09:55:00+00:00,1283.0,pin_bar,23.4,2.08,2026-04-21 03:45:00+00:00,1290.93,take_profit,0.618,0.368,1
COFORGE,1h,continuation,long,RBR,1281.5999755859375,1287.0999755859375,6.94,False,,False,False,True,False,2,2026-04-21 04:00:00+00:00,1284.3,pin_bar,32.2,1.44,2026-04-21 04:40:00+00:00,1294.83,take_profit,0.82,0.569,8
COFORGE,1h,continuation,long,RBR,1281.5999755859375,1287.0999755859375,6.94,False,,False,False,True,False,3,2026-04-21 09:10:00+00:00,1288.0,pin_bar,28.2,2.25,2026-04-22 03:45:00+00:00,1279.04,stop_loss,-0.696,-0.995,10
COFORGE,1h,reversal,long,DBR,1387.4000244140625,1392.0,13.11,False,,False,False,True,False,1,2026-06-04 03:45:00+00:00,1415.0,pin_bar,28.4,1.47,2026-06-05 04:00:00+00:00,1444.15,trailing_stop,2.06,1.758,78
COFORGE,1h,continuation,long,RBR,1398.5999755859375,1409.9000244140625,5.21,False,,False,False,True,False,1,2026-06-19 03:45:00+00:00,1420.8,engulfing,10.3,1.64,2026-06-22 03:45:00+00:00,1470.79,take_profit,3.519,3.268,75
COFORGE,1h,continuation,long,RBR,1465.699951171875,1473.4000244140625,4.82,False,,False,False,True,False,1,2026-07-13 03:55:00+00:00,1477.1,pin_bar,15.0,2.29,2026-07-13 04:35:00+00:00,1486.0,trailing_stop,0.603,0.302,8
COFORGE,1h,continuation,long,RBR,1677.0,1687.800048828125,5.31,False,,False,False,True,False,1,2026-07-31 03:45:00+00:00,1709.2,pin_bar,21.0,1.84,2026-08-03 03:50:00+00:00,1727.6,trailing_stop,1.077,0.776,76
COFORGE,1h,continuation,long,RBR,1776.0,1780.0,6.31,False,,False,False,True,False,1,2026-08-18 04:00:00+00:00,1783.9,pin_bar,27.5,1.48,2026-08-18 05:55:00+00:00,1772.45,stop_loss,-0.642,-0.941,23
COLPAL,5m,continuation,long,RBR,1804.1,1805.6,5.73,False,,False,True,True,True,1,2026-08-31 06:00:00+00:00,1806.7,engulfing,32.7,1.98,2026-08-31 06:40:00+00:00,1819.12,take_profit,0.687,0.437,8
COLPAL,5m,continuation,short,DBD,2070.7,2072.8,5.25,True,DBD,False,False,True,True,1,2026-07-06 04:00:00+00:00,2065.8,pin_bar,66.5,1.97,2026-07-06 04:55:00+00:00,2076.95,stop_loss,-0.54,-0.84,11
COLPAL,5m,continuation,short,DBD,2033.0,2034.4,14.64,False,,False,False,True,True,1,2026-07-17 07:20:00+00:00,2028.0,pin_bar,76.5,6.64,2026-07-17 08:10:00+00:00,2022.75,trailing_stop,0.259,-0.041,10
COLPAL,5m,continuation,long,RBR,1802.4,1803.2,4.53,False,,False,False,True,True,1,2026-09-10 09:10:00+00:00,1800.8,pin_bar,34.1,3.54,2026-09-10 09:30:00+00:00,1798.8,stop_loss,-0.111,-0.411,4
COLPAL,1h,continuation,long,RBR,2054.0,2061.89990234375,6.04,False,,False,False,True,False,1,2026-06-17 05:35:00+00:00,2054.7,pin_bar,27.2,1.86,2026-06-17 06:15:00+00:00,2049.89,stop_loss,-0.234,-0.534,8
CONCOR,5m,continuation,short,DBD,535.0,535.4,5.95,False,,False,True,True,False,1,2026-08-13 08:10:00+00:00,533.4,pin_bar,85.4,7.83,2026-08-14 03:45:00+00:00,536.47,stop_loss,-0.576,-0.876,20
CONCOR,5m,continuation,short,DBD,507.8,508.9,11.89,False,,False,False,True,True,1,2026-09-08 07:45:00+00:00,507.55,engulfing,67.9,3.18,2026-09-08 08:30:00+00:00,505.62,trailing_stop,0.379,0.08,9
CONCOR,1h,continuation,short,DBD,488.5,490.3500061035156,5.46,False,,False,True,True,True,1,2026-04-15 03:55:00+00:00,489.35,pin_bar,77.9,2.17,2026-04-15 04:20:00+00:00,491.33,stop_loss,-0.405,-0.705,5
CONCOR,1h,continuation,short,DBD,510.8999938964844,512.2000122070312,63.68,False,,False,True,True,False,1,2026-07-27 07:05:00+00:00,507.55,pin_bar,68.6,3.18,2026-07-27 07:25:00+00:00,513.22,stop_loss,-1.118,-1.419,4
CONCOR,1h,continuation,long,RBR,450.0,451.04998779296875,5.44,False,,False,True,True,False,1,2026-07-08 09:40:00+00:00,451.3,pin_bar,30.6,1.53,2026-07-09 03:45:00+00:00,452.62,trailing_stop,0.294,-0.007,4
CONCOR,1h,continuation,long,RBR,509.20001220703125,511.45001220703125,4.92,False,,True,False,True,False,1,2026-08-06 09:10:00+00:00,510.95,pin_bar,32.3,1.49,2026-08-07 03:55:00+00:00,512.42,trailing_stop,0.289,-0.012,10
CROMPTON,5m,continuation,long,RBR,268.25,268.62,17.67,False,,False,False,True,True,1,2026-06-04 08:50:00+00:00,269.15,pin_bar,27.9,2.42,2026-06-04 09:05:00+00:00,270.32,trailing_stop,0.437,0.136,3
CROMPTON,5m,continuation,long,RBR,271.9,272.3,5.11,False,,False,False,True,True,1,2026-06-23 04:10:00+00:00,273.5,pin_bar,30.9,1.52,2026-06-23 05:30:00+00:00,271.36,stop_loss,-0.784,-1.083,16
CROMPTON,1h,continuation,short,DBD,301.5,302.0,29.49,False,,False,True,True,True,1,2026-05-15 05:30:00+00:00,300.0,engulfing,75.2,1.63,2026-05-15 05:50:00+00:00,298.5,trailing_stop,0.5,0.2,4
CROMPTON,1h,continuation,long,RBR,239.0500030517578,240.35000610351562,3.71,False,,True,False,True,False,1,2026-03-13 04:25:00+00:00,240.3,pin_bar,17.7,1.32,2026-03-13 05:25:00+00:00,243.76,take_profit,1.438,1.188,12
CUMMINSIND,5m,continuation,long,RBR,4578.0,4584.2,4.36,False,,True,False,True,True,1,2026-03-27 09:30:00+00:00,4597.0,pin_bar,32.7,22.33,2026-03-27 09:45:00+00:00,4653.31,take_profit,1.225,0.975,3
CUMMINSIND,5m,continuation,long,RBR,5727.5,5731.0,9.2,False,,False,False,True,True,1,2026-06-23 09:30:00+00:00,5732.0,pin_bar,33.6,3.93,2026-06-24 03:45:00+00:00,5763.91,take_profit,0.557,0.307,6
CUMMINSIND,1h,continuation,long,RBR,5536.5,5544.0,7.3,False,,False,False,True,False,1,2026-07-13 07:50:00+00:00,5544.0,pin_bar,25.0,1.43,2026-07-14 03:45:00+00:00,5555.25,trailing_stop,0.203,-0.097,26
DABUR,5m,reversal,long,DBR,420.54998779296875,421.04998779296875,20.69,False,,False,False,True,True,1,2026-06-12 07:00:00+00:00,421.35,pin_bar,30.7,1.33,2026-06-12 08:20:00+00:00,422.45,trailing_stop,0.261,-0.039,16
DABUR,5m,reversal,long,DBR,420.54998779296875,421.04998779296875,20.69,False,,False,False,True,True,2,2026-06-23 03:45:00+00:00,421.45,pin_bar,26.0,7.79,2026-06-23 04:20:00+00:00,424.93,take_profit,0.826,0.576,7
DABUR,1h,continuation,short,DBD,468.29998779296875,470.0,6.31,False,,True,False,True,False,1,2026-05-07 06:30:00+00:00,469.4,pin_bar,68.1,5.27,2026-05-07 06:35:00+00:00,466.32,take_profit,0.656,0.406,1
DABUR,1h,continuation,short,DBD,472.29998779296875,473.79998779296875,9.29,False,,False,True,True,False,1,2026-05-07 07:20:00+00:00,472.4,engulfing,69.3,1.69,2026-05-07 08:10:00+00:00,470.88,trailing_stop,0.323,0.023,10
DABUR,1h,continuation,short,DBD,473.6499938964844,475.45001220703125,6.15,False,,False,True,True,False,1,2026-05-07 07:20:00+00:00,472.4,engulfing,69.3,1.69,2026-05-08 03:50:00+00:00,476.4,stop_loss,-0.847,-1.148,33
DALBHARAT,5m,continuation,short,DBD,1647.3,1648.2,3.85,False,,False,False,True,True,1,2026-06-12 08:00:00+00:00,1646.1,pin_bar,65.9,2.24,2026-06-12 08:20:00+00:00,1651.5,stop_loss,-0.328,-0.628,4
DALBHARAT,5m,continuation,long,RBR,1691.0,1696.9,6.9,False,,True,False,True,True,1,2026-07-27 03:45:00+00:00,1790.4,pin_bar,34.5,1.35,2026-08-24 06:30:00+00:00,1878.2,max_hold,4.904,4.6,1500
DALBHARAT,5m,continuation,long,RBR,1691.0,1696.9,6.9,False,,False,True,True,True,2,2026-09-08 06:20:00+00:00,1694.0,pin_bar,21.5,3.92,2026-09-08 06:25:00+00:00,1687.62,stop_loss,-0.377,-0.676,1
DALBHARAT,5m,continuation,short,DBD,1750.0,1753.3,3.85,False,,True,False,True,True,1,2026-07-02 09:35:00+00:00,1749.1,pin_bar,86.3,1.51,2026-07-03 03:45:00+00:00,1756.81,stop_loss,-0.441,-0.741,5
DALBHARAT,5m,reversal,long,DBR,1860.8,1861.7,27.03,False,,False,False,True,True,1,2026-07-23 07:25:00+00:00,1862.5,pin_bar,32.0,1.51,2026-07-23 07:40:00+00:00,1857.08,stop_loss,-0.291,-0.591,3
DALBHARAT,5m,continuation,long,RBR,1859.3,1865.2,8.36,True,RBR,False,False,True,True,1,2026-08-28 03:45:00+00:00,1868.1,pin_bar,25.6,2.81,2026-08-28 04:30:00+00:00,1855.58,stop_loss,-0.67,-0.97,9
DALBHARAT,5m,continuation,long,RBR,1867.1,1870.0,6.51,True,RBR,False,False,True,True,1,2026-08-28 03:45:00+00:00,1868.1,pin_bar,25.6,2.81,2026-08-28 03:55:00+00:00,1871.1,trailing_stop,0.161,-0.14,2
DALBHARAT,1h,continuation,short,DBD,1884.75,1890.0,3.56,False,,False,False,True,False,1,2026-03-12 07:20:00+00:00,1882.8,pin_bar,68.3,2.47,2026-03-12 07:50:00+00:00,1893.78,stop_loss,-0.583,-0.884,6
DALBHARAT,1h,continuation,long,RBR,1741.199951171875,1750.5,4.75,False,,False,True,True,False,1,2026-03-23 08:10:00+00:00,1744.6,engulfing,32.9,4.91,2026-03-23 08:20:00+00:00,1749.75,trailing_stop,0.295,-0.005,2
DALBHARAT,1h,continuation,long,RBR,1742.800048828125,1751.5999755859375,9.65,False,,False,False,True,False,1,2026-05-29 09:45:00+00:00,1747.9,engulfing,23.3,8.0,2026-05-29 09:50:00+00:00,1739.31,stop_loss,-0.491,-0.791,1
DALBHARAT,1h,continuation,long,RBR,1742.800048828125,1751.5999755859375,9.65,False,,False,False,True,False,2,2026-06-01 08:50:00+00:00,1745.6,pin_bar,28.7,7.56,2026-06-01 09:15:00+00:00,1748.75,trailing_stop,0.18,-0.12,5
DIVISLAB,5m,continuation,long,RBR,6787.0,6794.5,5.22,False,,False,False,True,True,1,2026-05-27 09:10:00+00:00,6785.5,pin_bar,32.3,1.33,2026-05-27 09:35:00+00:00,6792.25,trailing_stop,0.099,-0.201,5
DIVISLAB,5m,continuation,long,RBR,6550.0,6554.0,42.7,False,,True,False,True,True,1,2026-06-08 09:05:00+00:00,6549.0,pin_bar,32.0,2.62,2026-06-08 09:30:00+00:00,6536.9,stop_loss,-0.185,-0.485,5
DIVISLAB,1h,reversal,long,DBR,5930.0,5950.0,13.45,False,,False,False,True,False,1,2026-03-27 03:45:00+00:00,5944.5,engulfing,15.1,1.39,2026-03-27 04:00:00+00:00,5966.0,trailing_stop,0.362,0.061,3
DIXON,5m,continuation,short,DBD,10040.5,10064.5,6.75,False,,True,False,True,True,1,2026-04-06 08:10:00+00:00,10017.0,pin_bar,65.9,2.53,2026-04-07 03:45:00+00:00,9881.74,take_profit,1.35,1.101,22
DIXON,5m,continuation,long,RBR,11180.0,11191.0,11.65,False,,False,False,True,True,1,2026-06-03 06:55:00+00:00,11215.0,engulfing,30.4,2.24,2026-06-03 07:15:00+00:00,11271.5,trailing_stop,0.504,0.203,4
DIXON,5m,continuation,long,RBR,11180.0,11191.0,11.65,False,,False,False,True,True,2,2026-06-03 09:45:00+00:00,11193.0,pin_bar,32.2,1.51,2026-06-03 09:55:00+00:00,11223.0,trailing_stop,0.268,-0.032,2
DIXON,5m,continuation,short,DBD,11638.0,11663.0,4.27,False,,False,False,True,True,1,2026-06-09 09:35:00+00:00,11621.0,pin_bar,74.0,2.94,2026-06-10 03:45:00+00:00,11686.33,stop_loss,-0.562,-0.863,5
DIXON,5m,continuation,short,DBD,12872.0,12884.0,13.36,False,,True,True,True,True,1,2026-07-06 05:10:00+00:00,12839.0,pin_bar,78.2,2.43,2026-07-06 05:30:00+00:00,12909.77,stop_loss,-0.551,-0.852,4
DIXON,5m,continuation,short,DBD,14190.0,14197.0,38.18,False,,False,False,True,True,1,2026-08-10 06:15:00+00:00,14190.0,pin_bar,68.7,1.47,2026-08-10 06:45:00+00:00,14168.0,trailing_stop,0.155,-0.145,6
DIXON,5m,continuation,long,RBR,13952.0,13960.0,3.88,False,,False,False,True,True,1,2026-09-07 08:25:00+00:00,14015.0,engulfing,20.5,1.8,2026-09-08 03:45:00+00:00,14196.81,take_profit,1.297,1.047,17
DIXON,5m,continuation,long,RBR,13952.0,13960.0,3.88,False,,False,False,True,True,2,2026-09-09 08:20:00+00:00,13970.0,pin_bar,31.8,1.39,2026-09-09 08:45:00+00:00,13924.1,stop_loss,-0.329,-0.628,5
DIXON,1h,reversal,short,RBD,13392.0,13434.9501953125,146.32,False,,False,True,True,False,1,2026-07-09 03:50:00+00:00,13298.0,pin_bar,73.1,1.74,2026-07-09 04:05:00+00:00,13461.82,stop_loss,-1.232,-1.533,3
DIXON,1h,reversal,long,DBR,10100.0,10124.0,15.37,False,,False,False,True,False,1,2026-03-16 03:55:00+00:00,10149.0,pin_bar,22.9,1.95,2026-03-16 04:05:00+00:00,10287.4,take_profit,1.364,1.113,2
DIXON,1h,continuation,long,RBR,9750.0,9797.0,10.65,False,,False,False,True,False,1,2026-03-30 03:50:00+00:00,9850.0,pin_bar,12.0,2.3,2026-03-30 04:10:00+00:00,9913.5,trailing_stop,0.645,0.344,4
DIXON,1h,continuation,long,RBR,10092.5,10130.0,8.13,False,,False,True,True,False,1,2026-05-12 09:45:00+00:00,10160.0,engulfing,34.2,3.34,2026-05-13 03:45:00+00:00,10335.37,take_profit,1.726,1.476,3
DIXON,1h,continuation,long,RBR,10800.0,10840.0,6.17,False,,False,True,True,False,1,2026-05-08 08:30:00+00:00,10848.0,pin_bar,17.7,2.71,2026-05-08 08:40:00+00:00,10778.4,stop_loss,-0.642,-0.941,2
DIXON,1h,continuation,long,RBR,13337.0,13371.0,3.68,False,,False,True,True,False,1,2026-09-10 05:25:00+00:00,13522.0,pin_bar,30.3,4.13,2026-09-11 03:45:00+00:00,13310.33,stop_loss,-1.565,-1.864,53
DLF,1h,continuation,short,DBD,640.0999755859375,643.2000122070312,4.22,False,,False,True,True,False,1,2026-06-18 07:05:00+00:00,638.5,pin_bar,79.4,2.86,2026-06-19 07:10:00+00:00,626.53,take_profit,1.875,1.626,76
DLF,1h,continuation,short,DBD,602.0499877929688,603.8499755859375,8.26,False,,True,True,True,False,1,2026-04-21 03:45:00+00:00,602.3,pin_bar,66.9,1.61,2026-04-21 03:55:00+00:00,605.06,stop_loss,-0.458,-0.758,2
DLF,1h,continuation,short,DBD,589.4000244140625,592.0,18.64,False,,False,True,True,False,1,2026-04-15 06:40:00+00:00,589.6,pin_bar,80.9,2.95,2026-04-15 07:20:00+00:00,587.53,trailing_stop,0.352,0.052,8
DLF,1h,continuation,long,RBR,520.2000122070312,522.0,4.0,False,,False,False,True,False,1,2026-03-27 09:45:00+00:00,522.4,pin_bar,29.8,2.44,2026-03-30 03:45:00+00:00,524.95,trailing_stop,0.488,0.188,3
DLF,1h,continuation,short,DBD,601.2000122070312,602.8499755859375,7.67,False,,True,True,True,False,1,2026-04-21 03:45:00+00:00,602.3,pin_bar,66.9,1.61,2026-04-21 03:50:00+00:00,604.06,stop_loss,-0.291,-0.592,1
DLF,1h,reversal,short,RBD,671.0,673.0,21.25,False,,False,False,True,False,1,2026-08-18 05:50:00+00:00,671.0,pin_bar,68.6,5.99,2026-08-18 06:15:00+00:00,674.35,stop_loss,-0.499,-0.799,5
DMART,5m,continuation,long,RBR,4401.0,4412.0,6.32,False,,False,False,True,True,1,2026-04-08 04:05:00+00:00,4427.1,pin_bar,34.7,1.92,2026-04-08 07:15:00+00:00,4392.2,stop_loss,-0.788,-1.088,38
DMART,5m,continuation,long,RBR,4348.2998046875,4353.60009765625,7.24,False,,False,False,True,True,1,2026-05-04 06:40:00+00:00,4361.0,pin_bar,34.0,1.63,2026-05-04 07:05:00+00:00,4403.79,take_profit,0.981,0.731,5
DMART,5m,continuation,short,DBD,4117.2001953125,4121.60009765625,3.06,False,,False,False,True,True,1,2026-05-26 05:05:00+00:00,4112.2,pin_bar,69.7,1.49,2026-05-26 07:15:00+00:00,4076.91,take_profit,0.858,0.608,26
DMART,5m,continuation,short,DBD,4052.800048828125,4059.0,4.73,False,,False,False,True,True,1,2026-06-02 08:10:00+00:00,4055.0,engulfing,68.9,1.44,2026-06-02 09:20:00+00:00,4048.75,trailing_stop,0.154,-0.146,14
DRREDDY,5m,continuation,short,DBD,1388.4000244140625,1390.0,7.9,False,,False,False,True,True,1,2026-07-03 07:25:00+00:00,1387.2,pin_bar,74.8,3.9,2026-07-03 07:55:00+00:00,1376.04,take_profit,0.805,0.555,6
DRREDDY,1h,continuation,short,DBD,1361.199951171875,1365.0999755859375,5.91,False,,False,True,True,True,1,2026-04-28 07:30:00+00:00,1362.5,pin_bar,66.6,4.15,2026-04-28 07:40:00+00:00,1367.83,stop_loss,-0.391,-0.692,2
EICHERMOT,5m,reversal,short,RBD,5430.5,5433.0,12.62,False,,False,False,True,True,1,2025-07-29 07:10:00+00:00,5421.0,pin_bar,65.5,4.19,2025-07-29 08:40:00+00:00,5443.87,stop_loss,-0.422,-0.722,18
EICHERMOT,5m,continuation,long,RBR,6900.0,6903.0,4.49,True,RBR,False,False,True,True,1,2025-09-17 09:15:00+00:00,6891.5,pin_bar,34.4,1.61,2025-09-17 09:35:00+00:00,6895.75,trailing_stop,0.062,-0.238,4
EICHERMOT,5m,continuation,long,RBR,6948.0,6951.5,5.4,False,,False,False,True,True,1,2025-09-22 09:10:00+00:00,6957.5,pin_bar,29.8,2.25,2025-09-22 09:40:00+00:00,6934.1,stop_loss,-0.336,-0.636,6
EICHERMOT,5m,continuation,short,DBD,6840.0,6842.5,6.66,True,DBD,False,False,True,True,1,2025-10-24 09:30:00+00:00,6841.0,pin_bar,66.4,2.37,2025-10-27 03:45:00+00:00,6856.19,stop_loss,-0.222,-0.522,6
EICHERMOT,5m,reversal,long,DBR,7237.0,7240.5,4.74,False,,False,True,True,True,1,2026-01-20 08:50:00+00:00,7240.0,pin_bar,31.6,1.65,2026-01-20 09:30:00+00:00,7222.53,stop_loss,-0.241,-0.541,8
EICHERMOT,5m,continuation,long,RBR,7972.0,7977.0,6.45,False,,False,False,True,True,1,2026-02-16 08:10:00+00:00,7985.0,pin_bar,34.6,2.53,2026-02-16 09:00:00+00:00,8000.75,trailing_stop,0.197,-0.103,10
EICHERMOT,1h,continuation,long,RBR,5501.0,5522.0,7.08,False,,False,True,True,False,1,2025-07-22 03:45:00+00:00,5520.5,pin_bar,25.6,2.33,2025-07-22 04:00:00+00:00,5490.0,stop_loss,-0.553,-0.852,3
EICHERMOT,1h,continuation,short,DBD,7356.5,7374.5,7.86,False,,False,False,True,False,1,2026-07-15 03:50:00+00:00,7345.0,pin_bar,76.4,4.71,2026-07-15 04:05:00+00:00,7389.25,stop_loss,-0.602,-0.903,3
FEDERALBNK,5m,continuation,long,RBR,282.4,282.5,15.07,False,,False,False,True,True,1,2026-02-01 07:00:00+00:00,283.7,pin_bar,31.2,7.06,2026-02-01 07:10:00+00:00,284.67,trailing_stop,0.344,0.043,2
FEDERALBNK,5m,continuation,long,RBR,330.0,330.1,6.4,False,,False,False,True,True,1,2026-07-03 06:05:00+00:00,330.95,pin_bar,34.1,6.46,2026-07-03 07:00:00+00:00,329.34,stop_loss,-0.486,-0.786,11
FEDERALBNK,1h,continuation,long,RBR,209.10000610351562,209.85000610351562,3.23,False,,True,True,True,False,1,2025-07-25 07:05:00+00:00,209.5,pin_bar,32.6,12.07,2025-07-25 07:30:00+00:00,208.68,stop_loss,-0.391,-0.69,5
FEDERALBNK,1h,reversal,long,DBR,257.0,257.6499938964844,15.18,False,,False,True,True,False,1,2026-01-06 05:50:00+00:00,257.45,pin_bar,17.7,3.44,2026-01-06 06:00:00+00:00,256.49,stop_loss,-0.374,-0.674,2
FEDERALBNK,1h,continuation,long,RBR,260.95001220703125,261.70001220703125,8.35,False,,False,False,True,False,1,2026-01-05 07:10:00+00:00,262.1,pin_bar,33.9,2.23,2026-01-06 03:45:00+00:00,263.1,trailing_stop,0.382,0.081,34
FEDERALBNK,1h,continuation,long,RBR,275.5,276.45001220703125,7.16,False,,False,True,True,False,1,2026-03-09 03:45:00+00:00,276.5,engulfing,9.3,2.16,2026-03-09 03:55:00+00:00,274.95,stop_loss,-0.561,-0.86,2
FEDERALBNK,1h,continuation,long,RBR,282.79998779296875,283.8999938964844,3.63,False,,True,False,True,False,1,2026-04-16 06:10:00+00:00,283.95,pin_bar,29.2,1.38,2026-04-16 07:25:00+00:00,282.23,stop_loss,-0.604,-0.904,15
GAIL,5m,continuation,short,DBD,174.25,174.29,5.7,False,,False,False,True,True,1,2026-07-27 09:15:00+00:00,174.08,engulfing,76.2,3.01,2026-07-27 09:45:00+00:00,174.64,stop_loss,-0.321,-0.621,6
GAIL,5m,continuation,long,RBR,172.05,172.1,13.32,True,RBR,False,False,True,True,1,2026-08-18 08:50:00+00:00,172.06,pin_bar,33.3,1.89,2026-08-18 09:10:00+00:00,171.71,stop_loss,-0.206,-0.506,4
GAIL,5m,continuation,long,RBR,172.24,172.31,9.24,True,RBR,False,False,True,True,1,2026-08-18 08:50:00+00:00,172.06,pin_bar,33.3,1.89,2026-08-18 09:05:00+00:00,171.9,stop_loss,-0.096,-0.395,3
GAIL,1h,continuation,long,RBR,144.1999969482422,144.8000030517578,5.54,False,,True,False,True,False,1,2026-03-20 08:20:00+00:00,144.4,pin_bar,34.0,1.59,2026-03-20 09:10:00+00:00,143.91,stop_loss,-0.338,-0.638,10
GAIL,1h,continuation,short,DBD,158.9199981689453,159.60000610351562,6.26,False,,True,True,True,False,1,2026-04-21 03:45:00+00:00,159.17,pin_bar,68.9,3.71,2026-04-21 04:00:00+00:00,159.92,stop_loss,-0.471,-0.771,3
GAIL,1h,continuation,short,DBD,156.5800018310547,157.3000030517578,10.91,False,,False,True,True,False,1,2026-04-15 03:45:00+00:00,156.28,pin_bar,82.5,2.55,2026-04-16 03:45:00+00:00,157.61,stop_loss,-0.854,-1.155,75
GAIL,1h,continuation,short,DBD,167.77000427246094,168.30999755859375,4.43,False,,False,False,True,False,1,2026-06-12 03:45:00+00:00,167.67,engulfing,71.5,2.71,2026-06-12 08:40:00+00:00,168.65,stop_loss,-0.582,-0.883,59
GLENMARK,5m,continuation,short,DBD,2187.6,2189.9,26.13,False,,False,False,True,True,1,2026-06-29 04:00:00+00:00,2183.0,pin_bar,66.9,4.09,2026-06-29 04:10:00+00:00,2194.28,stop_loss,-0.517,-0.817,2
GLENMARK,5m,continuation,short,DBD,2288.0,2288.9,6.15,False,,False,False,True,True,1,2026-08-06 04:35:00+00:00,2282.5,engulfing,69.0,4.16,2026-08-06 05:25:00+00:00,2260.54,take_profit,0.962,0.712,10
GLENMARK,5m,continuation,long,RBR,2261.4,2266.1,5.2,True,DBR,True,False,True,True,1,2026-08-06 08:35:00+00:00,2262.0,pin_bar,34.6,4.54,2026-08-06 08:40:00+00:00,2256.88,stop_loss,-0.226,-0.526,1
GLENMARK,1h,continuation,long,RBR,2072.60009765625,2080.699951171875,21.33,False,,True,False,True,False,1,2026-03-23 09:30:00+00:00,2081.5,pin_bar,27.3,1.64,2026-03-23 09:50:00+00:00,2089.1,trailing_stop,0.365,0.065,4
GLENMARK,1h,continuation,long,RBR,2135.0,2142.10009765625,3.82,False,,False,False,True,True,1,2026-04-13 03:45:00+00:00,2141.5,pin_bar,24.8,1.56,2026-04-13 03:55:00+00:00,2147.25,trailing_stop,0.269,-0.032,2
GLENMARK,1h,continuation,short,DBD,2385.0,2391.699951171875,14.05,False,,False,False,True,False,1,2026-05-27 08:55:00+00:00,2386.6,pin_bar,72.4,2.51,2026-05-27 09:15:00+00:00,2381.5,trailing_stop,0.214,-0.086,4
GLENMARK,1h,continuation,short,DBD,2385.0,2391.699951171875,14.05,False,,False,False,True,False,2,2026-05-27 09:35:00+00:00,2386.0,pin_bar,65.6,2.51,2026-05-29 03:45:00+00:00,2378.85,trailing_stop,0.3,-0.0,5
GMRAIRPORT,1h,continuation,short,DBD,99.70999908447266,100.0999984741211,3.28,False,,False,False,True,False,1,2026-05-04 05:50:00+00:00,99.5,pin_bar,75.5,1.93,2026-05-04 05:55:00+00:00,100.3,stop_loss,-0.804,-1.105,1
GODFRYPHLP,5m,continuation,long,RBR,1995.4,1999.0,6.76,True,RBR,True,True,True,True,1,2026-09-09 03:55:00+00:00,1999.3,pin_bar,34.0,3.0,2026-09-09 04:30:00+00:00,1991.41,stop_loss,-0.395,-0.694,7
GODFRYPHLP,5m,continuation,long,RBR,2410.0,2414.3,8.6,False,,False,False,True,True,1,2026-05-15 03:55:00+00:00,2422.5,pin_bar,33.4,1.67,2026-05-15 04:25:00+00:00,2432.95,trailing_stop,0.431,0.131,6
GODFRYPHLP,5m,continuation,long,RBR,2410.0,2414.3,8.6,False,,False,False,True,True,2,2026-05-15 06:30:00+00:00,2414.2,engulfing,34.3,1.57,2026-05-15 06:40:00+00:00,2405.18,stop_loss,-0.374,-0.673,2
GODFRYPHLP,5m,continuation,short,DBD,2300.2,2304.0,4.67,False,,False,False,True,True,1,2026-06-25 04:40:00+00:00,2295.8,pin_bar,75.0,2.38,2026-06-25 07:00:00+00:00,2270.18,take_profit,1.116,0.866,28
GODFRYPHLP,5m,continuation,long,RBR,2232.0,2233.4,5.54,False,,False,False,True,True,1,2026-06-29 04:10:00+00:00,2235.6,engulfing,32.3,1.39,2026-06-29 04:25:00+00:00,2227.54,stop_loss,-0.361,-0.66,3
